DATE,"Bollinger bands, mean",Accumulation/Distribution,"Bollinger bands, lower band",MA Exponential,"Envelopes, fist number",Index performance,"MA Convergence/Divergence, first number",Momentum,"Price Channels, first number",Parabolic SAR,SALDO,CHANGE_MONEY,CHANGE_GOV_REMAINS_BR,MOVING_DEBT,CHANGE_BANKS_DEBT,CHANGE_BANKS_REPO_DEBT,MINFIN_FORCURR_OPERATIONS,BR_REG_RESERVES,BR_NETTO,MOSPRIME_ONE_DAY,MOSPRIME_ONE_WEEK,MOSPRIME_TWO_WEEKS,MOSPRIME_ONE_MONTH,MEAN_REPO_KSU_DAY,MEAN_REPO_KSU_WEEK,ROISFIX_ONE_WEEK,ROISFIX_TWO_WEEKS,ROISFIX_ONE_MONTH,MEAN_RTSI,RUONIA,RUREPO_ON,RUREPO_WEEK,RUREPO_TWO_WEEKS,RUREPO_MONTH
2017-07-24,8.5585,-4744700000.0,8.5585,8.98444,8.5585,-2.75247,-0.0028594933333333287,-0.15,8.475,8.5,-51.8,52.2,-188.2,0.0,0.0,-43.2,0.0,0.0,0.8,9.18,9.21,9.19,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1015.4625000000001,8.94,9.55,9.63,9.68,9.78
2017-07-25,8.5585,-8602970000.0,8.5585,8.98444,8.5585,0.18245999999999998,-0.0028594933333333287,-0.15,8.475,8.512,-53.4,43.9,-519.9,5.5,0.0,70.0,0.0,0.0,77.8,9.17,9.19,9.19,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1011.8924999999999,8.93,9.52,9.61,9.68,9.78
2017-07-26,8.5585,-9634070000.0,8.5585,8.98444,8.5585,0.350758,-0.0028594933333333287,-0.15,8.475,8.54552,-54.1,28.3,76.2,-30.3,0.0,-0.1,0.0,0.0,67.7,9.21,9.21,9.19,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1016.5024999999999,9.05,9.59,9.68,9.75,9.86
2017-07-27,8.5585,-14293500000.0,8.5585,8.98444,8.5585,0.058554199999999994,-0.0028594933333333287,-0.15,8.475,8.596789999999999,-116.0,9.0,-48.9,0.0,0.0,-0.1,0.0,0.0,8.6,9.26,9.23,9.21,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1028.1125,9.13,9.58,9.65,9.73,9.83
2017-07-28,8.5585,-14293500000.0,8.5585,8.98444,8.5585,0.058554199999999994,-0.0028594933333333287,-0.15,8.475,8.596789999999999,-123.7,7.8,-36.0,0.0,0.0,27.1,0.0,0.0,35.5,9.31,9.24,9.22,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1019.265,9.17,9.55,9.63,9.7,9.79
2017-07-30,8.5585,-18957000000.0,8.5585,8.98444,8.5585,-2.19971,-0.0028594933333333287,-0.15,8.475,8.64498,-123.7,7.8,-36.0,0.0,0.0,27.1,0.0,0.0,35.5,9.31,9.24,9.22,9.22,9.129999999999999,9.175,8.94,8.94,8.93,1019.265,9.17,9.55,9.63,9.7,9.79
2017-07-31,8.5585,-22959500000.0,8.5585,8.98444,8.5585,-1.77689,-0.0028594933333333287,-0.15,8.475,8.69028,-158.5,52.6,-153.4,0.0,50.0,-256.5,0.0,0.0,76.2,9.33,9.28,9.25,9.24,9.129999999999999,9.175,8.96,8.95,8.95,1008.625,9.24,9.6,9.64,9.72,9.81
2017-08-01,8.5585,-28704900000.0,8.5585,8.98444,8.5585,-2.2425200000000003,-0.0028594933333333287,-0.15,8.475,8.73287,-234.3,18.4,59.6,31.8,0.0,3.1,0.0,0.0,14.6,9.29,9.3,9.29,9.26,9.129999999999999,9.175,8.96,8.96,8.95,1016.0249999999999,8.9,9.55,9.63,9.7,9.8
2017-08-02,8.5585,-34303200000.0,8.5585,8.98444,8.5585,-4.9573599999999995,-0.0028594933333333287,-0.15,8.475,9.4,-361.9,-11.1,-50.3,-24.5,-33.3,-60.6,0.0,0.0,-79.0,9.22,9.23,9.24,9.26,9.079999999999998,9.11,8.98,8.98,8.98,1017.0675,8.7,9.52,9.62,9.69,9.8
2017-08-03,8.5585,-38246300000.0,8.5585,8.70756,8.5585,-16.6461,-0.0028594933333333287,-0.15,8.475,9.385,-284.8,-39.8,278.9,0.0,0.0,153.2,0.0,0.0,-44.4,9.15,9.19,9.24,9.26,8.95,9.055,8.99,8.98,8.98,1024.9425,8.64,9.48,9.53,9.63,9.76
2017-08-04,8.5585,-38246300000.0,8.5585,8.70756,8.5585,-16.6461,-0.0028594933333333287,-0.15,8.475,9.385,-241.4,-37.9,-120.7,0.0,0.0,-251.4,0.0,0.0,-74.1,8.8,9.03,9.17,9.22,8.325,8.955,8.98,8.99,9.0,1024.2975000000001,8.34,9.34,9.46,9.63,9.76
2017-08-06,8.5585,-42383000000.0,8.5585,8.56604,8.5585,-10.3501,-0.0028594933333333287,-0.15,8.475,9.3116,-241.4,-37.9,-120.7,0.0,0.0,-251.4,0.0,0.0,-74.1,8.8,9.03,9.17,9.22,8.325,8.955,8.98,8.99,9.0,1024.2975000000001,8.34,9.34,9.46,9.63,9.76
2017-08-07,8.5585,-46916000000.0,8.5585,8.47284,8.5585,-7.1433800000000005,-0.0028594933333333287,-0.15,8.475,9.24114,-172.1,16.4,5.9,0.0,-50.1,-28.3,0.0,0.0,-238.2,8.62,8.94,9.15,9.21,8.17,8.58,8.98,8.98,8.98,1030.3325,8.24,9.38,9.51,9.68,9.78
2017-08-08,8.5585,-50793000000.0,8.5585,8.458269999999999,8.5585,-6.19094,-0.0028594933333333287,-0.15,8.475,9.17349,67.7,-2.4,-8.9,71.3,0.0,-171.7,2.0,0.0,-195.8,8.55,8.93,9.13,9.19,8.355,8.795,8.98,8.98,8.97,1041.12,8.22,9.28,9.47,9.63,9.77
2017-08-09,8.5585,-53136400000.0,8.5585,8.40661,8.5585,-7.18562,-0.0028594933333333287,-0.61,8.435,9.10855,102.0,-16.3,354.9,-41.6,49.2,300.0,2.0,0.0,555.6,8.99,9.11,9.17,9.22,8.855,4.49,8.98,8.98,8.97,1039.8875,8.63,9.33,9.45,9.59,9.72
2017-08-10,8.5585,-52173000000.0,8.5585,8.45529,8.5585,-3.1349299999999998,-0.0028594933333333287,-0.45,8.425,9.04621,-452.5,-40.6,-41.8,0.0,0.0,-47.4,2.1,0.0,24.2,8.93,9.13,9.16,9.22,8.77,8.9,8.97,8.98,8.97,1034.8275,8.44,9.38,9.48,9.61,9.73
2017-08-11,8.5585,-52173000000.0,8.5585,8.45529,8.5585,-3.1349299999999998,-0.0028594933333333287,-0.45,8.425,9.04621,-474.2,-43.7,63.9,0.0,0.0,-13.7,2.1,0.0,47.2,8.68,9.03,9.12,9.18,8.489999999999998,8.825,8.93,8.96,8.96,1020.9449999999999,8.35,9.23,9.39,9.47,9.58
2017-08-13,8.5585,-52279400000.0,8.5585,8.48423,8.5585,-4.39406,-0.0028594933333333287,-0.65,8.405,8.986360000000001,-474.2,-43.7,63.9,0.0,0.0,-13.7,2.1,0.0,47.2,8.68,9.03,9.12,9.18,8.489999999999998,8.825,8.93,8.96,8.96,1020.9449999999999,8.35,9.23,9.39,9.47,9.58
2017-08-14,8.5585,-55839000000.0,8.5585,8.479389999999999,8.5585,-2.23868,-0.0028594933333333287,-0.74,8.345,8.98,-521.2,9.0,-54.8,0.0,0.0,-1.7,2.1,0.0,6.8,8.6,8.96,9.06,9.15,8.455,8.725,8.93,8.95,8.96,1028.5425,8.25,9.18,9.33,9.46,9.58
2017-08-15,8.5585,-56240700000.0,8.5585,8.383510000000001,8.5585,-6.89993,-0.0028594933333333287,-1.11,8.055,7.0,-528.9,-0.5,-72.2,11.8,0.0,15.4,2.0,-1.7,9.8,8.62,8.98,9.07,9.16,8.555,8.71,8.92,8.95,8.96,1024.865,8.33,9.18,9.36,9.46,9.58
2017-08-16,8.5585,-63720600000.0,8.5585,8.366810000000001,8.5585,-7.106889999999999,-0.0028594933333333287,-0.84,8.055,7.0,-763.4,-10.6,139.3,-41.6,93.9,30.0,2.1,-6.5,-222.2,8.82,9.01,9.08,9.18,8.655000000000001,8.935,8.9,8.93,8.93,1031.2875,8.5,9.29,9.43,9.55,9.71
2017-08-17,8.5585,-72519000000.0,8.5585,8.29345,8.5585,-10.6478,-0.0028594933333333287,-1.05,8.055,7.0,-540.9,-28.8,269.7,0.0,0.0,169.0,2.1,0.0,15.3,8.86,9.02,9.08,9.18,8.850000000000001,9.02,8.9,8.93,8.91,1031.93,8.51,9.34,9.47,9.6,9.74
2017-08-18,8.5585,-72519000000.0,8.5585,8.29345,8.5585,-10.6478,-0.0028594933333333287,-1.05,8.055,7.0,-556.1,-17.7,-211.4,0.0,0.0,-310.8,2.1,0.0,-10.0,8.85,9.03,9.07,9.18,8.7,8.92,8.9,8.93,8.91,1026.7975000000001,8.52,9.35,9.46,9.6,9.74
2017-08-20,8.536,-81670700000.0,8.536,8.254760000000001,8.536,-9.16809,-0.0028594933333333287,-0.55,8.055,7.0422,-556.1,-17.7,-211.4,0.0,0.0,-310.8,2.1,0.0,-10.0,8.85,9.03,9.07,9.18,8.7,8.92,8.9,8.93,8.91,1026.7975000000001,8.52,9.35,9.46,9.6,9.74
2017-08-21,8.508000000000001,-92918600000.0,8.508000000000001,8.253810000000001,8.508,-6.200740000000001,-0.0028594933333333287,0.65,8.055,7.08356,-544.8,42.9,8.4,0.0,0.0,-35.2,2.1,0.0,2.6,8.85,9.05,9.07,9.16,8.64,8.905000000000001,8.86,8.9,8.89,1033.22,8.56,9.35,9.46,9.6,9.74
2017-08-22,8.408,-104384000000.0,8.408,8.02304,8.408,-23.7883,-0.0028594933333333287,-0.9,8.055,9.11,-550.1,35.4,162.4,21.6,0.0,45.7,2.1,0.0,-42.9,8.87,9.05,9.07,9.13,8.67,8.915,8.83,8.87,8.88,1036.67,8.57,9.35,9.45,9.58,9.73
2017-08-23,8.347999999999999,-115004000000.0,8.347999999999999,8.02844,8.347999999999999,-6.95453,-0.0028594933333333287,-0.05,8.055,9.0698,-617.9,22.8,-127.4,-40.5,-51.5,-16.0,2.1,0.0,-155.0,8.83,9.05,9.07,9.13,8.39,8.545,8.81,8.85,8.87,1041.14,8.4,9.35,9.45,9.58,9.73
2017-08-24,8.318,-122063000000.0,8.318,8.14275,8.318,0.293391,-0.0028594933333333287,0.2,8.055,9.0304,-464.2,13.0,-178.8,0.0,0.0,0.0,2.1,0.0,102.3,8.7,9.02,9.06,9.13,8.545,8.81,8.81,8.85,8.87,1047.2325,8.37,9.3,9.4,9.52,9.66
2017-08-25,8.318,-122063000000.0,8.318,8.14275,8.318,0.293391,-0.0028594933333333287,0.2,8.055,9.0304,-568.8,7.1,-510.6,0.0,0.0,-6.0,2.1,0.0,64.9,8.73,9.01,9.06,9.13,8.665,8.77,8.79,8.82,8.85,1055.8,8.53,9.26,9.39,9.53,9.67
2017-08-27,8.3,-134070000000.0,8.3,8.2642,8.3,-0.8778459999999999,-0.0028594933333333287,0.55,8.055,8.9918,-568.8,7.1,-510.6,0.0,0.0,-6.0,2.1,0.0,64.9,8.73,9.01,9.06,9.13,8.665,8.77,8.79,8.82,8.85,1055.8,8.53,9.26,9.39,9.53,9.67
2017-08-28,8.2755,-145768000000.0,8.2755,8.34136,8.275500000000001,-1.8859299999999999,-0.0028594933333333287,0.0,8.055,8.95396,-634.5,45.5,65.3,0.0,0.0,100.0,2.1,0.0,-5.1,8.75,9,9.05,9.11,8.8,8.85,8.75,8.76,8.83,1065.8825000000002,8.58,9.23,9.38,9.46,9.53
2017-08-29,8.258000000000001,-157385000000.0,8.258000000000001,8.413089999999999,8.258,-1.93992,-0.0028594933333333287,0.1,8.09,7.1,-628.9,26.5,180.2,8.6,0.0,100.1,2.1,0.0,39.9,8.78,9.01,9.05,9.08,8.82,8.86,8.73,8.74,8.81,1066.0325,8.55,9.28,9.35,9.36,9.36
2017-08-30,8.2305,-168356000000.0,8.2305,8.35047,8.2305,-10.7986,-0.0028594933333333287,-0.36,8.125,7.1396,-685.8,10.9,192.1,0.0,70.0,-50.1,2.1,0.0,-7.1,8.8,9.03,9.07,9.1,8.870000000000001,4.465,8.73,8.74,8.8,1075.81,8.56,9.32,9.43,9.49,9.49
2017-08-31,8.295499999999999,-160781000000.0,8.295499999999999,8.46038,8.2955,2.34226,-0.0028594933333333287,0.9,8.125,7.22002,-672.9,-2.7,-80.0,0.0,0.0,-98.1,2.1,0.0,-27.0,8.86,9.03,9.07,9.11,8.95,8.91,8.73,8.74,8.76,1087.425,8.71,9.37,9.43,9.49,9.49
2017-09-01,8.295499999999999,-160781000000.0,8.295499999999999,8.46038,8.2955,2.34226,-0.0028594933333333287,0.9,8.125,7.22002,-653.7,-23.2,303.4,0.0,0.0,250.0,2.0,0.0,-260.4,8.93,9.04,9.08,9.12,8.795,8.934999999999999,8.73,8.74,8.75,1099.205,8.78,9.34,9.41,9.47,9.47
2017-09-03,8.335500000000001,-172530000000.0,8.335500000000001,8.5283,8.3355,-0.593964,-0.0028594933333333287,0.5,8.2,7.297219999999999,-653.7,-23.2,303.4,0.0,0.0,250.0,2.0,0.0,-260.4,8.93,9.04,9.08,9.12,8.795,8.934999999999999,8.73,8.74,8.75,1099.205,8.78,9.34,9.41,9.47,9.47
2017-09-04,8.3705,-175768000000.0,8.3705,8.58264,8.3705,-3.23508,-0.0028594933333333287,0.8,8.2,7.4173800000000005,-384.0,27.0,2.6,0.0,0.0,49.8,0.0,0.0,-27.2,9.05,9.05,9.07,9.11,9.015,8.87,8.72,8.73,8.72,1094.3225,8.94,9.33,9.39,9.46,9.51
